Y/M/D,MeanTemp,MaxTemp,MinTemp,DailyPrecipitation,DayLength,GlobalSolarRadiation,MeanWindSpeed,MeanVaporPressure,MeanAtmosphericPressure,MeanHumidity,MeanCloudCover,SnowDepth
2012/8/3,29.8,34,27.3,0,8.1,22.68,2.8,27.8,1010.5,67,6.5,0
2012/8/4,28.6,31.8,26.1,0,2.6,11.57,2.7,28.7,1010.5,74,8.8,0
2012/8/5,29.8,34.2,26.6,0,10.3,26.14,3.3,29.2,1006.7,71,6.3,0
2012/8/6,27.4,29.4,25.3,15.5,1.6,7.57,2,29.8,1002.1,82,10,0
2012/8/7,28.7,32.4,25.5,0,7.6,19.54,3,27.7,1000.3,71,4.3,0
2012/8/8,25.8,29.6,23.4,0,6.6,19.56,3.2,21.9,1002,66,8.3,0
2012/8/9,25.9,30.2,22.9,0,7.9,20.05,2.7,20.1,1002.7,61,6.8,0
2012/8/10,27.1,31.2,23.8,0,5.9,20.18,3.3,24.9,1003.6,69,9.8,0
2012/8/11,28.8,31.6,27.2,0,2.2,14.2,3.3,29.6,1004.6,75,10,0
2012/8/12,27.6,30.9,25.2,0.5,4.2,13.73,3,29.3,1003.4,79,7,0
2012/8/13,29.8,34.5,26.3,0,9.4,24.51,5.2,29.3,1000.5,71,7,0
2012/8/14,28.6,30.6,26.4,1,2.2,10.27,3.4,29.7,1006,76,8.8,0
2012/8/15,29.1,33.4,25.9,0,3.1,16.29,3.7,29.4,1009.9,74,9.8,0
2012/8/16,30.1,34.5,27.5,0,7,20.66,3.5,29.1,1008.2,69,6.3,0
2012/8/17,30.5,35.7,27.5,0,8.3,20.6,2.5,29.8,1009.2,69,9,0
2012/8/18,28,30.8,25.5,8,2.3,11.75,2,28.9,1010.9,77,9.5,0
2012/8/19,29,33.1,26.4,0,11.5,25.49,3.9,27,1011.3,68,3.5,0
2012/8/20,29.1,33,25,0,9.4,20.02,2.5,26.4,1010.7,67,3,0
2012/8/21,29.7,34,26.5,0,11.8,24.73,3.7,27.7,1011.2,67,2,0
2012/8/22,29.6,33.5,27,0,11,23.62,4.5,28.9,1011,70,2,0
2012/8/23,30.1,34.2,26.8,0,11.7,25.26,3.3,27.8,1012.8,66,3.5,0
2012/8/24,30,35.2,27,0,10.6,23.95,3,26.1,1013.9,63,2.3,0
2012/8/25,29.9,34.4,27,0,9.3,23.28,2.9,26.9,1013.4,65,4.3,0
2012/8/26,30.1,34.8,26.8,0,10.2,23.37,2.8,26.3,1012.2,63,5,0
2012/8/27,30,35,27,0,10.9,24.34,3.5,27,1012.4,64,2,0
2012/8/28,29.6,33.8,27.3,0,9.6,21.89,4,26.6,1012.1,65,7.8,0
2012/8/29,29.1,32.5,26.7,0,7.4,18.08,3.4,27.5,1009.6,68,10,0
2012/8/30,30.2,35.6,26.9,0,9.9,19.92,2.7,29.3,1007.5,69,7,0
2012/8/31,29.6,33.8,27.6,0,7.9,20.25,3.7,28.9,1008.1,70,5.8,0
2012/9/1,27.9,31.4,24.3,22.5,4.3,14.02,2.9,26.7,1010.5,72,8.3,0
2012/9/2,25.8,28.6,23.7,17.5,2.3,10.47,2.3,26.9,1009.6,81,9.8,0
2012/9/3,26.9,30.6,24.2,0.5,2.8,11.66,2.6,25.8,1010.3,73,10,0
2012/9/4,27.3,31.4,24.1,4.5,4.6,17.08,2.2,28,1012,78,9.5,0
2012/9/5,28.6,33.2,24.6,0,8.1,19.27,2.2,26.5,1013.7,69,8.3,0
2012/9/6,27.3,32.9,23.7,2,3.5,13.41,2.3,27.5,1013.1,76,10,0
2012/9/7,27.6,31.4,23.8,0,6.4,14.89,2.1,25.2,1015.7,69,6.8,0
2012/9/8,28.1,32.5,25.8,0,6,16.82,2.8,27.9,1015.7,74,6.8,0
2012/9/9,28.8,32.8,26.2,0,10.2,21.94,3.6,26.7,1012.6,68,6,0
2012/9/10,28.9,33.1,26.3,0,9.7,19.94,3.5,26.8,1009.1,68,6.3,0
2012/9/11,28.7,33.5,25.6,0,9.9,21.93,2.7,24.8,1006.6,64,4.8,0
2012/9/12,28.1,32.9,24.4,0,9.4,20.53,2.6,22.8,1005.9,61,7.3,0
2012/9/13,28.8,33.8,25.3,0,11.4,21.47,2.7,24.3,1006.6,62,6,0
2012/9/14,28.8,32.1,26.4,0,9.2,18.62,3.8,26,1011.3,66,3.5,0
2012/9/15,28.3,32.3,26.2,0,8.5,18.92,3.1,27.4,1014.6,72,8,0
2012/9/16,28.3,31.7,26.1,3.5,4.6,14.03,2.6,28.9,1014.9,75,8.5,0
2012/9/17,27.9,30.7,25.1,8.5,4.8,14.04,4.6,29.2,1011.3,78,7.5,0
2012/9/18,28,31.8,24.8,5.5,4.6,14.71,4.6,28.8,1007.7,77,8.5,0
2012/9/19,26.7,29.1,23.6,36,0.4,7.19,3.9,29.2,1005.3,84,10,0
2012/9/20,27.6,31,24.8,0,9.5,19.41,2.6,26.1,1007.3,72,5.8,0
2012/9/21,24.7,26.9,23.1,16,2,7.44,2.4,24.7,1008.8,79,10,0
2012/9/22,22.3,25.2,20,10.5,1.3,9.03,2.5,22,1009.3,82,9.3,0
2012/9/23,20.3,22.5,18.5,45.5,0,1.92,2.7,21.3,1002.5,89,10,0
2012/9/24,23.2,28.1,19,21.5,7.5,16.71,2.2,20.1,1003.4,72,7.5,0
2012/9/25,20.4,22.4,18,7.5,0,3.96,2.6,19.1,1012.9,80,9.8,0
2012/9/26,21.8,25.5,18.7,0,7,15.35,2.8,17,1016.3,66,10,0
2012/9/27,21.2,24.8,18.4,0,4.1,14.58,3.9,15.4,1014.1,61,10,0
2012/9/28,22.3,25.1,19.6,0,0.1,7.39,3.9,19,1006.5,70,9,0
2012/9/29,24.9,28.1,21.8,0,6,14.86,2.6,23.4,1005,74,5.5,0
2012/9/30,25.7,29.5,22.3,13,6.2,14.08,5.2,24.7,1001.4,75,9.8,0
2012/10/1,26.9,31,24.7,0,11.1,20.09,4.8,22.3,1002,63,3.8,0
2012/10/2,23.7,26.5,21.8,0,1.7,9.07,3.1,21.9,1007.9,75,9.8,0
2012/10/3,20.7,22.7,18.4,13,0,1.7,2.7,20.1,1004.6,83,10,0
2012/10/4,22.5,27.3,18.3,30,6.1,16.47,3.5,18.6,998.6,70,7.8,0
2012/10/5,23.8,28.1,20.1,0,7.4,16.36,1.9,21.6,1010,74,7.5,0
2012/10/6,24,27.9,20.7,8,4.2,12.82,2,23.1,1012.7,78,8.8,0
2012/10/7,19.1,20.9,17.1,13.5,2.1,6.02,2.3,17.4,1012,79,8,0
2012/10/8,19.8,23.1,17.7,0,6,15.5,2.8,14.9,1015.5,65,7.5,0
2012/10/9,19.1,22.6,16.6,0,2.5,10.4,3.1,14,1013.2,63,8.3,0
2012/10/10,19.2,23,15.6,0.5,4,13.73,2.7,14.3,1012.4,65,9.8,0
2012/10/11,20.8,25,17.6,0,4.8,14,2.6,17.7,1006.2,72,9,0
2012/10/12,20.9,24.7,16.9,0,6.1,15.23,3,12.2,1007.5,50,7.8,0
2012/10/13,20.7,24.6,17.3,0,9.4,17.38,3.4,9.4,1011.4,39,6,0
2012/10/14,17.9,19.5,16.2,0,0.2,4.98,2,13.7,1014.1,67,8.5,0
2012/10/15,21,25.7,16.9,0,6.8,15.85,2.6,15.2,1013,62,6,0
2012/10/16,19.1,22.5,15.9,0,9.6,17.52,2.5,11.2,1018.6,51,2.8,0
2012/10/17,17.7,23.4,14.7,19.5,2.8,10.21,2.3,14.9,1010.5,74,8,0
2012/10/18,17.8,20.6,13.9,21.5,0,2.45,2.4,17.7,1004.8,87,10,0
2012/10/19,16.3,20.1,12.5,13.5,8.2,16.83,2.7,11.6,1011,64,3.8,0
2012/10/20,18.1,21.5,13.9,0,7.2,13.85,2.5,11.8,1017.5,56,3.3,0
2012/10/21,19.1,25.5,13.6,0,9.9,17,2,12.3,1016.9,58,0,0
2012/10/22,19.8,23.3,15.4,0,5.5,11.37,2.9,14.9,1016,64,3.5,0
2012/10/23,20.5,25.2,15.1,6,1.2,7.33,5,18,1001.1,74,9.8,0
2012/10/24,17.2,20.8,14.1,0,9.7,16.31,4.3,7.6,1011,39,3.3,0
2012/10/25,16.6,19.3,14.1,0,0.8,6.43,2.2,10.6,1017.6,55,10,0
2012/10/26,18.3,22.5,13.4,0,9,15.37,2.6,12.4,1018.8,60,4.5,0
2012/10/27,18,20.8,15.9,0,5.1,9.8,2.9,12.2,1022.4,60,8.3,0
2012/10/28,15.4,16.4,14.4,20.5,0.5,3.96,2.3,13.8,1015.9,79,10,0
2012/10/29,17.7,22.7,14.4,8.5,9.2,15.5,3.7,11.7,1006.8,61,3.3,0
2012/10/30,15.5,17.9,11.8,0,1.5,7.41,1.9,9.4,1005.2,54,7.5,0
2012/10/31,14.9,18.7,12,0,4,9.36,1.9,10.9,1006.6,65,5,0
2012/11/1,15.3,21.5,10.6,0,9.4,13.73,2.7,10.6,1003.8,62,0.8,0
2012/11/2,14.9,19.1,12.4,0,9,15.16,3.9,7,1009.2,42,1.3,0
2012/11/3,14,18,11.6,0,4.2,9.79,3.2,6.6,1014.1,41,5.8,0
2012/11/4,14.9,19.2,11.6,0,9.6,15.53,2.8,6.9,1016.6,41,3,0
2012/11/5,13.5,16,10.7,0,0.1,4.19,2.1,9.7,1017.6,63,10,0
2012/11/6,14,16.1,12.6,41,0,1,2,15.1,1008.9,94,10,0
2012/11/7,16.5,20.3,12.9,0,7.9,13,1.9,12.7,1001.7,69,3.8,0
2012/11/8,15.6,20.5,10.4,0,7.1,13.52,2.2,9.1,1005.1,53,4.5,0
2012/11/9,16.5,20.6,14.4,0,3.5,10.93,3.5,8.4,1010.7,45,8,0
2012/11/10,15.7,20.1,12.9,0,9.7,14.43,3.5,8.3,1015.7,47,0,0
2012/11/11,13.2,15.1,11.5,14,0.2,4.62,1.9,11.8,1017.1,78,9.8,0
2012/11/12,15.3,19,12.1,3,2.9,6.67,2.3,15,1004.8,86,7.5,0
2012/11/13,14.9,18,12.3,0,3.5,7.77,2.1,10.3,1000,62,4.8,0
2012/11/14,13.6,19.2,10.1,0,8.4,12.28,3.3,6.8,998.4,45,1.3,0
2012/11/15,11.7,16.3,8,0,8.6,12.85,3.5,5.7,1008.8,42,5.8,0
2012/11/16,13.3,17.2,9.1,0,9.6,13.58,3,7.5,1018.5,49,0,0
2012/11/17,13.7,17.2,10.1,60.5,0,1.62,3.6,12,1005.3,75,10,0
2012/11/18,12.7,17.1,9.8,0,9.5,13.51,4.4,7.1,1005.7,49,2.3,0
2012/11/19,8.6,9.9,6.6,0,0.4,3.21,2.3,6.6,1010.4,59,7.5,0
2012/11/20,11.8,17.9,5.7,0,9.2,12.93,2.5,7,1006.1,54,2.5,0
2012/11/21,11.4,15,8.9,0,9.2,13.42,3.5,5.3,1013.7,40,5,0
2012/11/22,10.9,14.3,7.9,0,3,6.99,1.7,7.5,1012.3,57,8,0
2012/11/23,10.3,13.3,7.9,5,0,2.23,1.9,9.4,1005.1,75,9.8,0
2012/11/24,10.5,12.8,8.3,0.5,3.9,7.08,2.3,7.9,1010.4,62,9,0
2012/11/25,9.4,12.4,6.1,0,8.8,12.75,2.2,6.4,1017.8,55,5,0
2012/11/26,8.8,13.2,6.6,26,0,1.76,2.1,8.1,1001.5,72,10,0
2012/11/27,11,13.7,7.2,0,9.1,12.84,4,5.3,1006.5,40,3,0
2012/11/28,7.2,8.5,5.7,0.5,0.3,3.51,1.8,5.9,1016.1,58,9.5,0
2012/11/29,10.1,16,4.4,3.5,5.9,9.81,1.7,7.8,1012.4,65,5.8,0
2012/11/30,10.5,12.4,9.4,0,0.3,3.37,2.4,9.4,1012.9,74,10,0
2012/12/1,7.3,10.4,5.1,0,2.5,5.37,2.5,7,1012.3,68,3.3,0
2012/12/2,5.6,8.6,3.3,2.5,4.4,8.19,2.6,5,1019.4,55,6.3,0
2012/12/3,6.7,9.2,3.4,1,0,2.08,3.6,7.5,1014.8,76,10,0
2012/12/4,9.9,13.5,7.8,1.5,0.3,3.79,2.5,8.8,1000.7,72,7.8,0
2012/12/5,9.8,13.7,4.7,0,7.6,11.07,2.4,6,1008.9,50,5,0
2012/12/6,11.9,18.4,7.6,0,8.6,11.74,4.6,6.2,1005,44,1.5,0
2012/12/7,8.4,12.8,5.6,0,8.5,11.22,2.6,4.7,1011.6,43,1,0
2012/12/8,9.3,17,4.2,0,8.8,11.45,3.6,4.7,1001.2,42,1,0
2012/12/9,6.6,10.8,2.8,0,8.5,12.31,4.2,3.2,999.4,33,1.5,0
2012/12/10,5.4,10.4,1.2,0,8.2,11.26,2.7,3.1,1002.9,36,0.3,0
2012/12/11,6.7,12,1.5,0,8.7,11.6,1.6,3.3,1008.3,35,0.3,0
2012/12/12,7.2,11.2,4,0,8.2,11.53,2.3,3.6,1015,37,0,0
2012/12/13,7.1,11.9,2.7,0,9,11.88,3.4,3.8,1023.2,39,0,0
2012/12/14,7.3,12,2.7,0,7.4,9.71,1.8,5,1023.5,48,6.8,0
2012/12/15,7.2,9.1,5.5,2,0,1.61,1.5,7.2,1010.4,71,10,0
2012/12/16,12,18.2,5.8,0.5,8.9,11.49,3.4,6.9,1008.5,52,2.5,0
2012/12/17,7.9,9.5,6.2,1.5,0,1.78,2.9,7.4,1012.3,69,10,0
2012/12/18,10.4,15.6,7.2,0,5.4,8.74,2.7,8.1,1003.1,64,9.3,0
2012/12/19,6.1,9,4,0,6.4,10.35,4.9,3.1,1011.5,33,4.8,0
2012/12/20,6.6,10.3,3,0,7.7,10.94,2.7,3.2,1017.7,33,0.8,0
2012/12/21,6.8,9.8,2.3,0,3.9,6.74,2,4.6,1019.4,47,7,0
2012/12/22,6.8,11.4,3.3,16.5,1.2,2.12,2.7,6.7,1005.4,69,9.3,0
2012/12/23,7.1,10,4.3,0,0.6,3.54,3.2,4.9,1007.1,49,7.3,0
2012/12/24,5.1,8.3,3.2,0,8.6,11.69,3,3.4,1011.9,39,2.3,0
2012/12/25,4.5,9.7,0.1,0,9,11.09,1.5,4.3,1011.6,51,1.3,0
2012/12/26,4.4,7.5,1.3,0,8.9,11.72,4.2,3.1,1014.4,37,0.8,0
2012/12/27,3.9,7.4,0.8,0,8.8,11.56,2.8,3.3,1021.2,40,1.8,0
2012/12/28,4.2,7.4,0.5,2.5,0,3.52,1.8,5,1020.4,60,7.5,0
2012/12/29,7.5,11.5,3.6,1,6.3,10.42,2.9,7.5,1017.1,74,9.3,0
2012/12/30,7.2,8.7,6,40,0,1.02,2.1,9.1,1002.3,90,10,0
2012/12/31,8.8,11.3,4.6,0,0.5,3.63,2.8,5.5,999.7,48,7,0
